species_size,district,age,commute,public_service,weekend,income,stress,wellbeing,complaint,transport,snacks_purchased
medium,Tundratown,32,42.4,0,0,33.25,43.5,0,1,Transit,1
large,Rainforest,36,54.4,0,0,59.67,187.2,0,1,Transit,0
medium,Tundratown,18,18.9,0,0,73.36,19,0,1,Fly,1
small,Downtown,45,15.7,0,0,79.73,11.5,0.01,1,Transit,10
small,Rainforest,37,35,1,0,95.12,27.7,0,1,Personal,0
medium,Sahara Square,18,6.6,0,1,100.4,6.7,0.26,1,Personal,6
large,Downtown,18,23.1,0,0,81.31,10.8,0.1,1,Transit,4
medium,Tundratown,23,33.5,1,0,94.11,25.3,0,1,Transit,1
medium,Rainforest,42,56.7,1,0,107.95,40.1,0,1,Transit,3
small,Sahara Square,49,34.6,0,1,80.38,24.6,0,1,Transit,5
medium,Tundratown,48,12,0,1,107.94,3,0.7,1,Transit,0
medium,Sahara Square,18,17.4,0,0,83.98,16,0.01,1,Transit,20
small,Rainforest,25,15.9,1,0,141.18,25.5,0,1,Transit,1
large,Downtown,39,20.3,0,0,71.06,3.3,0.24,1,Transit,3
small,Tundratown,24,27.9,0,1,82.75,19.9,0,1,Transit,1
medium,Rainforest,48,11.1,0,0,109.15,4.6,0.13,1,Transit,4
small,Sahara Square,22,31.7,1,1,92.23,21.3,0,1,Personal,7
small,Sahara Square,18,32.9,0,0,63.9,20.4,0,1,Transit,2
medium,Downtown,34,28.5,0,0,71.47,8.1,0.04,1,Fly,2
small,Downtown,30,13.6,0,0,40.58,8.1,0.1,1,Personal,15
small,Tundratown,47,23.3,1,0,115.48,16.3,0,1,Transit,40
medium,Sahara Square,18,28.6,1,1,72.87,38.9,0,1,Transit,1
medium,Tundratown,49,22.6,0,0,108.01,11,0.07,1,Transit,27
small,Downtown,20,31.9,0,0,68.11,29.2,0,1,Transit,0
large,Downtown,32,19.9,1,1,71.28,19.5,0,1,Transit,5
small,Downtown,18,10.8,1,1,35.86,8.9,0.04,1,Transit,1
medium,Tundratown,27,46.4,0,1,100.7,74.5,0,1,Transit,0
large,Rainforest,46,19.8,0,0,44.25,6.9,0.16,1,Transit,1
medium,Tundratown,35,36.8,1,1,134.97,31.2,0,1,Transit,1
small,Rainforest,53,14,0,0,88.87,8.4,0.04,1,Transit,1
large,Downtown,20,11.7,1,1,87.46,8.5,0.08,1,Transit,0
small,Downtown,53,28.3,0,1,93.55,6.6,0.23,1,Transit,22
large,Sahara Square,32,21.6,0,0,45.59,34.1,0,1,Transit,1
large,Sahara Square,47,29.1,0,1,72.41,14.7,0.01,1,Transit,9
small,Rainforest,33,24.5,1,0,135.18,24.3,0,1,Personal,7
medium,Tundratown,22,38.2,0,1,100.24,22.9,0,1,Transit,0
medium,Sahara Square,21,52.5,0,1,64.12,83,0,1,Transit,0
medium,Tundratown,25,16.4,1,0,112.8,9.9,0.11,1,Transit,0
small,Downtown,41,19,0,0,66.57,4.4,0.32,1,Transit,30
small,Sahara Square,28,30.8,1,0,100.87,8.9,0.11,1,Transit,0
small,Tundratown,49,12.4,0,0,88.05,9.4,0.08,1,Transit,5
small,Tundratown,29,28.9,1,1,86.18,31.2,0,1,Transit,1
small,Sahara Square,23,24.7,0,0,87.29,38.7,0,1,Transit,1
small,Sahara Square,47,2.3,0,1,102.85,6.4,0.24,1,Transit,16
small,Sahara Square,21,21.6,0,0,77.75,23.1,0,1,Transit,0
large,Sahara Square,46,17.4,0,1,76.78,6.8,0.26,1,Transit,16
small,Sahara Square,39,6.7,1,1,95.61,12.9,0.06,1,Personal,39
medium,Rainforest,18,21.4,0,0,97.4,18.6,0,1,Transit,7
medium,Tundratown,35,40.6,0,1,50.13,50.5,0,1,Transit,0
medium,Rainforest,41,15.5,0,0,83.73,13.3,0,1,Walk,0
small,Rainforest,24,10.5,0,1,134.58,9.7,0.01,1,Transit,4
small,Tundratown,18,26.1,0,1,141.51,10.5,0.05,1,Transit,1
medium,Rainforest,40,14.9,0,0,87.24,20.8,0,1,Transit,2
large,Tundratown,38,67.9,0,1,43.17,119.2,0,1,Transit,0
medium,Downtown,44,12.2,1,0,64.34,15.6,0,1,Transit,10
small,Tundratown,32,20.1,0,0,123.65,11.1,0.01,1,Transit,4
small,Tundratown,18,10.1,0,1,91.64,3.4,0.65,1,Transit,12
medium,Sahara Square,22,24.9,1,0,96.12,33.8,0,1,Transit,0
small,Rainforest,18,13.9,0,0,93.62,11,0.02,1,Walk,2
small,Sahara Square,18,3.9,1,0,97.05,25.5,0,1,Fly,3
large,Sahara Square,44,8.3,1,1,85.25,10.2,0.17,1,Transit,22
large,Downtown,37,67.4,0,1,24.2,129.3,0,1,Transit,0
small,Sahara Square,35,62.7,1,1,77.1,138.9,0,1,Transit,0
medium,Rainforest,52,23.4,0,0,105.99,10.8,0,1,Fly,4
medium,Sahara Square,41,28.9,0,0,91.04,17.8,0,1,Personal,11
large,Downtown,18,17.7,0,1,67.26,5.4,0.28,1,Transit,8
medium,Rainforest,33,18.7,1,0,99.15,15.9,0,1,Transit,3
small,Downtown,24,30.6,0,0,82.52,34.8,0,1,Transit,1
small,Sahara Square,28,35.9,0,0,81.43,28.5,0,1,Transit,1
small,Tundratown,39,25.2,0,0,80.33,16.8,0,1,Transit,2
large,Tundratown,18,17.2,0,0,114.61,11.8,0,1,Transit,0
small,Downtown,26,13.5,0,1,81.11,9,0.06,1,Transit,8
medium,Rainforest,37,34.3,0,0,72.12,54.8,0,1,Transit,1
medium,Downtown,38,14.7,1,0,76.32,17.1,0,1,Personal,9
medium,Rainforest,41,21.8,1,0,71.58,24.2,0,1,Transit,7
large,Rainforest,41,26.4,0,1,87.26,11.4,0,1,Transit,28
medium,Rainforest,33,61.6,0,0,56.65,102,0,1,Transit,0
medium,Tundratown,18,4.1,0,1,76.25,8.3,0.14,1,Transit,3
medium,Sahara Square,19,44.9,0,0,76.07,39.5,0,1,Transit,0
medium,Tundratown,20,29.3,1,1,88.26,30,0,1,Transit,4
medium,Tundratown,34,60,0,0,5,124.4,0,1,Transit,0
small,Sahara Square,39,17.9,0,1,69.34,7.6,0.23,1,Fly,28
large,Rainforest,44,26.3,0,1,97.66,22.3,0,1,Transit,1
small,Rainforest,30,23.5,1,0,76.2,20.4,0,1,Transit,1
small,Downtown,40,4,0,0,79.2,3.5,0.44,1,Walk,13
small,Rainforest,35,10.5,0,1,71.11,7,0.35,1,Transit,17
medium,Downtown,29,17.6,1,0,81.18,17.3,0,1,Transit,1
large,Sahara Square,37,24.6,0,1,80.1,13.5,0.01,1,Transit,0
medium,Sahara Square,38,10.4,0,0,78.28,7.7,0.22,1,Transit,5
medium,Sahara Square,56,21.3,1,1,106.39,23.8,0,1,Transit,2
medium,Tundratown,18,22.8,0,0,63.29,19.6,0,1,Transit,3
small,Sahara Square,39,64.3,0,1,102.29,95.8,0,1,Transit,0
small,Rainforest,37,25.4,1,0,89.82,25.9,0,1,Personal,0
large,Sahara Square,33,30,1,0,100.33,28.6,0,1,Transit,4
medium,Sahara Square,32,8.9,0,0,90.76,22,0,1,Personal,2
small,Sahara Square,25,16.5,0,1,131.58,17.7,0,1,Transit,6
small,Rainforest,43,24,1,1,125.58,13.8,0,1,Personal,8
small,Downtown,35,11,1,0,99.71,4.2,0.45,1,Walk,3
small,Sahara Square,27,10.2,0,0,128.31,4.2,0.3,1,Fly,9
small,Rainforest,33,8.1,0,0,123.27,15.3,0,1,Fly,0
medium,Sahara Square,18,13.9,1,1,116.19,13.2,0,1,Walk,0
small,Downtown,23,18,0,0,65,4.8,0.27,1,Transit,3
small,Rainforest,42,23.1,0,0,115.5,15.3,0,1,Transit,0
small,Sahara Square,18,17.9,0,0,45.19,13.9,0,1,Transit,2
medium,Rainforest,28,27.6,0,0,78.6,14.4,0.01,1,Transit,1
small,Downtown,34,19.5,1,0,70.52,11.6,0,1,Transit,5
medium,Downtown,19,6.9,0,1,87.94,2.4,0.35,1,Fly,6
medium,Downtown,38,16.9,0,0,90.64,10.6,0.09,1,Transit,20
small,Rainforest,38,23.7,1,0,97.41,34.4,0,1,Transit,3
small,Downtown,37,6.7,0,0,109.12,5.6,0.47,1,Walk,24
small,Downtown,62,49.3,0,1,99.43,43.5,0,1,Transit,0
medium,Rainforest,47,24.5,0,0,63.41,24.7,0,1,Transit,4
small,Sahara Square,32,14.8,0,0,117.31,12,0.09,1,Transit,0
medium,Sahara Square,57,26.1,0,0,65.51,26.5,0,1,Transit,3
large,Sahara Square,40,19.1,0,0,93.36,4.7,0.25,1,Transit,9
medium,Tundratown,36,61.6,0,0,50.76,97,0,1,Transit,0
medium,Rainforest,31,11,1,0,84.82,6.2,0.32,1,Transit,14
large,Tundratown,25,35.8,0,0,48.11,14,0.01,1,Transit,6
medium,Sahara Square,49,28.1,0,0,78.76,36.4,0,1,Fly,3
large,Tundratown,29,23.8,0,1,90.13,6.3,0.32,1,Personal,17
medium,Rainforest,39,39.6,0,0,74.34,49.9,0,1,Transit,1
medium,Sahara Square,20,12.5,0,0,84.78,16.4,0,1,Fly,1
medium,Sahara Square,38,38.2,1,0,58.72,57.1,0,1,Transit,1
large,Tundratown,29,31.4,0,0,52.01,14.6,0.01,1,Transit,3
large,Rainforest,28,19.4,0,1,76.58,20.2,0,1,Fly,4
medium,Rainforest,39,15.9,1,0,114.29,22.1,0,1,Personal,4
small,Sahara Square,45,17.1,0,0,101.79,22.8,0,1,Personal,0
medium,Tundratown,27,32.4,1,0,120.17,29.6,0,1,Transit,0
medium,Downtown,37,13.8,0,0,115.54,6.5,0.19,1,Transit,22
small,Rainforest,45,19,0,1,114.07,21,0,1,Transit,0
small,Downtown,45,28.1,1,1,94.03,15.4,0,1,Transit,3
large,Downtown,35,10,1,1,94.58,13.6,0,1,Walk,21
medium,Tundratown,43,18,0,0,69.88,13.1,0.01,1,Transit,14
medium,Sahara Square,37,7.2,0,1,89.86,8.4,0.07,1,Walk,3
small,Sahara Square,41,20.7,1,0,60.71,28.7,0,1,Fly,0
small,Downtown,32,25.4,1,0,72.48,22.5,0,1,Fly,2
large,Tundratown,48,39,0,0,42.48,18.5,0,1,Transit,4
small,Sahara Square,29,21.4,0,0,82.4,24.1,0,1,Transit,6
small,Rainforest,50,20.7,0,1,82.57,11.6,0.04,1,Walk,1
large,Sahara Square,37,28.5,0,0,77.58,16.1,0,1,Transit,2
medium,Downtown,43,7.8,0,0,71,5.3,0.14,1,Fly,6
small,Rainforest,26,11.1,1,1,140.37,8.4,0.18,1,Transit,9
medium,Sahara Square,32,9.1,0,0,70.59,3.8,0.33,1,Fly,34
small,Downtown,23,4.5,0,1,115.4,3.3,0.76,1,Fly,6
large,Downtown,24,33.4,0,1,48.97,29,0,1,Transit,0
large,Downtown,42,19.8,0,0,51.35,14.8,0,1,Transit,1
small,Sahara Square,32,46.7,0,0,87.92,84.9,0,1,Transit,0
small,Rainforest,36,14.5,0,1,88.98,10.6,0.1,1,Transit,8
small,Sahara Square,38,21.4,0,1,99.86,8.8,0.22,1,Transit,3
small,Downtown,35,31.5,0,1,85.67,16,0,1,Fly,8
medium,Rainforest,46,8.6,0,0,94.26,5.9,0.08,1,Transit,38
medium,Rainforest,28,14.2,1,0,111.02,8.1,0.13,1,Transit,1
medium,Downtown,40,20.7,0,0,71.53,13.2,0,1,Transit,9
medium,Sahara Square,40,30.4,0,0,60.71,60.3,0,1,Transit,1
medium,Sahara Square,55,24.9,0,0,76.11,24.4,0,1,Transit,14
small,Sahara Square,35,9.8,1,0,76.05,19.9,0,1,Fly,3
medium,Downtown,47,23.5,0,1,108.21,13.4,0.03,1,Transit,17
small,Sahara Square,26,8.6,1,1,107.35,9.2,0.16,1,Transit,2
medium,Downtown,50,11.4,0,0,80.84,9.6,0.08,1,Transit,8
small,Sahara Square,18,22.9,1,1,122.39,14,0,1,Transit,5
medium,Sahara Square,36,24.5,0,0,74.13,20.1,0,1,Transit,3
medium,Downtown,35,15.1,1,1,78.13,11.4,0.12,1,Transit,25
medium,Downtown,47,38.7,0,0,36.33,18.3,0,1,Transit,10
medium,Rainforest,25,27.6,1,0,87.54,30.6,0,1,Transit,3
medium,Tundratown,29,19.2,0,0,66.14,7.7,0.15,1,Transit,0
large,Rainforest,42,20.3,0,0,71.33,11,0,1,Personal,8
medium,Sahara Square,34,17.3,1,1,116.59,18.1,0,1,Walk,1
medium,Tundratown,46,32.5,0,1,99.1,12.4,0,1,Transit,26
medium,Downtown,30,7.1,0,0,50.32,6.2,0.46,1,Personal,3
large,Sahara Square,48,6.2,1,1,87.41,13.8,0.09,1,Personal,0
medium,Rainforest,37,16.7,0,0,82.86,15.9,0.04,1,Transit,3
medium,Tundratown,41,20.5,0,0,93.25,15.1,0,1,Transit,9
large,Rainforest,34,39.5,0,0,51.55,30.7,0,1,Transit,6
small,Rainforest,49,28.6,0,1,108.26,19.9,0,1,Transit,10
medium,Downtown,45,32.8,1,0,81.99,24.4,0,1,Transit,10
large,Downtown,39,28.2,1,0,99.06,11.3,0.09,1,Transit,0
small,Tundratown,39,4.7,0,1,140.88,3.5,0.56,1,Walk,11
small,Tundratown,23,9.6,0,0,95,4.3,0.26,1,Fly,1
large,Downtown,39,15.3,0,0,105.65,11.9,0,1,Transit,15
small,Downtown,53,26.1,0,0,100.22,12.5,0.01,1,Transit,8
small,Rainforest,38,16.5,1,0,89.58,11.5,0.02,1,Transit,0
large,Sahara Square,52,34.1,1,0,75.43,30.4,0,1,Transit,9
large,Sahara Square,50,44.3,1,0,42.79,39,0,1,Transit,6
medium,Downtown,25,4.6,0,0,95.14,11.5,0.28,1,Transit,8
medium,Downtown,24,4.6,0,0,87.42,4.8,0.45,1,Transit,2
large,Sahara Square,45,4,0,1,55.96,4.9,0.35,1,Walk,54
small,Downtown,44,23.8,1,1,97.89,6.6,0.13,1,Transit,5
large,Tundratown,25,16.1,1,1,79.5,3.9,0.55,1,Transit,1
large,Sahara Square,43,12.3,0,0,123.95,14.3,0.02,1,Fly,2
large,Rainforest,49,21.2,0,0,83.51,9.8,0.03,1,Transit,8
small,Rainforest,31,7.8,1,1,117.83,8,0.09,1,Transit,4
large,Rainforest,45,22.9,1,0,82.76,25.5,0,1,Personal,5
large,Downtown,53,31.8,0,0,80.99,14.8,0,1,Transit,20
medium,Rainforest,27,25,0,0,132.86,20.9,0,1,Transit,3
medium,Downtown,18,10.9,0,0,72.16,4,0.34,1,Personal,2
medium,Tundratown,36,7.6,0,0,75.5,5.2,0.35,1,Transit,1
large,Tundratown,25,38.6,0,1,51.94,30.2,0,1,Transit,1
small,Downtown,53,7.1,0,1,106.53,1.8,0.76,1,Personal,9
medium,Downtown,54,34.2,0,0,82.35,25.4,0,1,Transit,9
small,Sahara Square,24,23.3,1,1,92.47,11.7,0.18,1,Transit,5
medium,Sahara Square,36,18.8,1,1,95.53,13.4,0,1,Fly,23
medium,Tundratown,48,12,1,0,100.96,15.7,0.01,1,Transit,0
small,Rainforest,41,21.4,0,1,74.78,12.6,0,1,Transit,2
medium,Sahara Square,31,25.8,0,1,92.71,16.2,0,1,Transit,8
small,Rainforest,32,25.1,1,1,64.56,11.9,0.01,1,Transit,1
medium,Downtown,36,31.1,0,0,42.09,32.8,0,1,Transit,7
medium,Rainforest,36,28,0,0,41.4,40.8,0,1,Transit,0
large,Downtown,42,53.8,0,1,68.21,60.2,0,1,Transit,1
medium,Tundratown,27,24.9,0,0,67.72,11.7,0.01,1,Transit,0
medium,Tundratown,42,14.7,0,1,89.64,7.7,0.24,1,Transit,37
medium,Sahara Square,49,14.8,0,0,99.35,15.8,0,1,Transit,10
small,Rainforest,18,10.7,0,0,81.1,6.8,0.3,1,Fly,0
large,Tundratown,39,5.3,0,0,69.97,5.4,0.36,1,Personal,3
small,Sahara Square,31,23.7,0,1,95.71,28.6,0,1,Transit,1
small,Downtown,49,23.7,0,0,34.51,10.9,0,1,Transit,1
medium,Sahara Square,28,37.5,0,1,68.06,63.9,0,1,Transit,0
small,Tundratown,45,33.2,1,1,87.61,19.4,0,1,Transit,9
medium,Rainforest,18,35.3,0,0,76.32,32.4,0,1,Transit,2
small,Sahara Square,28,17.4,0,1,93.63,7.7,0.23,1,Transit,24
medium,Downtown,32,27.2,0,0,74.74,22.2,0,1,Personal,0
medium,Rainforest,26,13.7,1,0,90.35,18.1,0,1,Personal,0
small,Rainforest,31,18,0,1,126.47,11.7,0.01,1,Transit,13
large,Sahara Square,22,16.7,1,0,60.79,16.3,0,1,Walk,11
medium,Tundratown,51,39.1,1,0,87.63,28.8,0,1,Transit,0
medium,Sahara Square,31,29.8,1,1,81.91,54.1,0,1,Personal,1
small,Rainforest,27,35.3,1,0,67.42,19.1,0,1,Transit,1
small,Downtown,40,19.6,0,0,99.73,8,0.08,1,Transit,26
medium,Downtown,43,12.6,0,0,101.97,4.1,0.41,1,Transit,16
medium,Downtown,42,2.3,0,1,95.42,4.2,0.48,1,Transit,44
small,Tundratown,34,43.6,1,0,103.32,60.6,0,1,Transit,0
large,Rainforest,26,31,1,0,57.69,34.4,0,1,Personal,1
small,Tundratown,32,21,1,0,95.71,7.5,0.17,1,Transit,0
small,Rainforest,28,8,0,0,89.18,1.5,0.62,1,Transit,3
medium,Sahara Square,42,20.2,0,0,51.2,16.3,0,1,Transit,3
medium,Sahara Square,19,25.7,0,0,104.82,38.7,0,1,Fly,0
small,Downtown,53,12.3,1,1,154.82,10.1,0.15,1,Personal,18
large,Rainforest,45,42.2,0,1,80.09,47.5,0,1,Transit,1
small,Sahara Square,33,46.5,1,0,97.88,62.6,0,1,Transit,2
medium,Sahara Square,58,15.9,0,1,92.65,6.8,0.1,1,Personal,2
medium,Tundratown,22,22.6,0,1,78.14,8.4,0.05,1,Transit,1
small,Downtown,53,30.8,1,0,104.43,27.8,0,1,Transit,6
small,Rainforest,33,14.6,0,0,99.26,9.8,0.05,1,Walk,12
medium,Rainforest,46,24.7,0,0,62.89,20.1,0,1,Transit,4
medium,Rainforest,52,42.1,0,0,77.79,63.3,0,1,Transit,0
small,Downtown,41,61.9,0,0,60.97,33.6,0,1,Transit,0
large,Downtown,20,38,1,1,62.64,27.4,0,1,Transit,1
medium,Downtown,20,28.7,1,0,74.01,24.6,0,1,Transit,4
medium,Tundratown,37,4.4,0,1,100.87,4.7,0.33,1,Walk,10
medium,Tundratown,29,26.3,1,1,82.34,15.2,0,1,Transit,6
small,Tundratown,56,23.5,1,0,117.18,26.6,0,1,Transit,28
small,Tundratown,27,48.6,0,0,92.87,62,0,1,Transit,1
medium,Downtown,41,28.2,0,0,67.02,18.7,0,1,Transit,3
small,Tundratown,32,5.2,0,0,99.69,11.5,0,1,Transit,6
medium,Rainforest,39,15.1,0,0,96.6,15.6,0,1,Transit,1
large,Tundratown,30,83,0,0,52.14,203.9,0,1,Transit,0
medium,Rainforest,20,24.3,0,0,77.14,30.6,0,1,Transit,0
medium,Tundratown,31,14.9,0,1,128.41,19,0,1,Transit,4
small,Tundratown,51,20.6,0,0,104.5,16,0,1,Transit,6
large,Downtown,28,35.4,0,1,81.13,23.1,0,1,Transit,0
small,Rainforest,18,20.2,1,0,104.25,25.4,0,1,Transit,2
medium,Sahara Square,37,27.6,0,0,98.27,33,0,1,Transit,0
medium,Sahara Square,18,19.4,0,0,45.16,15.9,0,1,Transit,2
medium,Rainforest,33,22.8,1,0,109.94,6.5,0.15,1,Transit,5
medium,Tundratown,33,23.8,0,0,90.83,11,0.06,1,Transit,4
small,Rainforest,18,25.8,0,0,85.45,20.4,0,1,Fly,0
small,Tundratown,25,20.6,0,0,106.1,22.4,0,1,Walk,2
small,Tundratown,27,23.8,0,1,103.47,10.5,0,1,Transit,15
medium,Downtown,44,10.4,1,1,73.85,2.8,0.49,1,Personal,3
medium,Rainforest,18,20.3,1,0,121.94,13.7,0,1,Personal,0
medium,Tundratown,33,30.9,1,0,76.6,32.6,0,1,Transit,5
medium,Downtown,46,18.9,0,0,70.66,7.1,0.09,1,Transit,0
small,Rainforest,35,17.9,1,0,94.84,9.3,0,1,Transit,0
small,Tundratown,20,13.1,1,0,97.3,9.1,0.04,1,Transit,1
small,Rainforest,44,17.8,0,0,107.17,15.2,0.08,1,Transit,0
small,Rainforest,61,25.3,0,0,50.97,14,0,1,Transit,13
medium,Rainforest,34,1.5,0,0,105.64,3.4,0.2,1,Walk,20
medium,Downtown,25,20.7,0,0,57.15,12.7,0.01,1,Transit,12
medium,Downtown,32,22.9,0,0,58.93,7.6,0.04,1,Walk,4
medium,Tundratown,51,15.5,1,0,116.11,12.2,0,1,Transit,4
large,Rainforest,50,12.6,0,0,77.98,11.2,0.02,1,Fly,12
medium,Sahara Square,36,8.7,1,0,118.25,7.2,0.1,1,Transit,11
medium,Tundratown,20,21.8,0,0,100.12,19.5,0,1,Transit,0
large,Sahara Square,35,13.3,0,0,77.14,12.5,0.05,1,Walk,0
medium,Sahara Square,29,45.2,0,0,76.05,41.1,0,1,Transit,1
medium,Rainforest,37,3.6,0,1,122.86,6.6,0.15,1,Transit,58
small,Downtown,61,29.6,0,0,75.46,20.9,0,1,Transit,8
small,Downtown,18,18.1,0,1,79.32,9.7,0.01,1,Personal,2
small,Downtown,23,42.6,0,0,67.06,40.6,0,1,Transit,4
medium,Sahara Square,40,18.6,0,1,105.11,3.4,0.36,1,Transit,6
medium,Downtown,18,72.5,0,0,40.36,192,0,1,Transit,0
large,Rainforest,28,46.7,0,0,55.17,31.1,0,1,Transit,1
small,Sahara Square,20,23.7,0,1,114.45,9.6,0.1,1,Transit,6
medium,Sahara Square,41,7.4,1,1,86.68,15.9,0,1,Personal,7
large,Sahara Square,24,20.3,1,0,82.39,37.1,0,1,Personal,1
small,Rainforest,41,9.7,1,1,113.51,9.6,0.03,1,Transit,22
medium,Rainforest,42,15.3,1,1,108.03,11.7,0,1,Transit,20
large,Rainforest,23,22.9,1,1,66.02,25.7,0,1,Transit,15
medium,Rainforest,32,5.4,0,0,79.93,6.2,0.32,1,Transit,21
large,Rainforest,38,20.3,0,0,49.88,11.8,0.01,1,Transit,14
small,Sahara Square,26,36.9,0,0,61.91,47.9,0,1,Transit,5
small,Downtown,53,22.5,0,0,58.16,6.4,0.31,1,Transit,1
medium,Sahara Square,48,4.6,0,0,119.3,8.6,0.25,1,Transit,8
large,Downtown,25,17,1,1,58.2,5.4,0.17,1,Transit,3
large,Downtown,32,11.9,0,0,76.32,6.6,0.23,1,Transit,3
small,Tundratown,24,27.2,1,0,95.16,45.5,0,1,Transit,1
large,Rainforest,47,18.5,0,1,81.43,11.8,0,1,Transit,1
small,Downtown,28,24.9,0,1,101.4,6.8,0.15,1,Transit,0
small,Tundratown,42,48.8,0,1,69.85,39.8,0,1,Transit,1
medium,Rainforest,18,45.6,0,1,19.99,33,0,1,Transit,0
small,Rainforest,35,23.3,0,0,111.01,20.9,0,1,Transit,0
small,Rainforest,33,32.8,0,0,59.45,52.8,0,1,Transit,0
small,Rainforest,46,25.2,1,1,114.34,30.6,0,1,Personal,24
large,Tundratown,60,34.4,1,0,72.15,40.6,0,1,Transit,2
small,Rainforest,50,24.8,1,0,115.48,13.3,0,1,Transit,5
small,Rainforest,35,16.4,0,0,73.91,12.5,0.02,1,Transit,5
medium,Downtown,27,5.8,0,0,129.63,5.8,0.2,1,Fly,1
medium,Sahara Square,25,14.1,0,1,86.52,11.8,0,1,Walk,6
small,Tundratown,55,32.3,0,0,97.1,27.3,0,1,Transit,11
medium,Downtown,52,26,0,0,63.11,5.1,0.28,1,Transit,19
large,Rainforest,29,15.2,0,0,49.1,3.6,0.23,1,Walk,12
small,Sahara Square,61,9.6,0,0,87.25,16.1,0,1,Fly,3
small,Tundratown,30,19.5,0,0,91.85,17.9,0,1,Transit,1
medium,Sahara Square,45,23.4,0,1,53.74,29.3,0,1,Personal,4
small,Sahara Square,46,29.3,0,0,56.15,35.8,0,1,Transit,3
large,Sahara Square,30,33.4,0,0,50.76,39.2,0,1,Transit,0
medium,Tundratown,40,4.9,1,0,101.57,6.3,0.07,1,Fly,2
medium,Downtown,46,14.9,0,0,101.57,11.5,0.01,1,Transit,0
small,Tundratown,58,35.5,0,0,59.25,37.9,0,1,Transit,19
small,Rainforest,45,16.8,0,1,75.48,9.5,0.05,1,Transit,7
small,Downtown,56,28.6,1,0,75.16,18.7,0,1,Personal,29
medium,Rainforest,44,38.8,0,0,105.69,14.7,0,1,Transit,1
small,Sahara Square,28,46.5,0,0,81.29,50,0,1,Transit,0
small,Downtown,48,18.9,0,1,86.86,10.8,0.1,1,Fly,2
small,Sahara Square,45,6.2,1,0,131.55,9.7,0.04,1,Transit,16
small,Tundratown,36,14.1,0,0,77.04,5.3,0.28,1,Transit,4
small,Rainforest,33,32.1,0,1,68.16,39.5,0,1,Transit,0
small,Sahara Square,41,53.6,0,0,79.15,64.6,0,1,Transit,1
medium,Downtown,18,41.4,0,1,72.02,25.3,0,1,Transit,1
medium,Sahara Square,32,4.2,1,0,98.72,5.2,0.15,1,Transit,0
large,Sahara Square,21,32,0,1,87.03,29.8,0,1,Transit,4
medium,Sahara Square,42,30,0,0,110.1,74.5,0,1,Transit,0
small,Sahara Square,38,5,0,0,100.12,9.4,0.06,1,Walk,14
small,Sahara Square,29,15.6,0,1,111.83,6.1,0.27,1,Personal,8
medium,Tundratown,37,30.5,0,0,81.56,27.5,0,1,Transit,0
small,Downtown,24,31.1,0,0,70.1,36.2,0,1,Transit,0
medium,Sahara Square,54,8.4,0,0,104.93,11.1,0.06,1,Personal,3
medium,Sahara Square,36,27.1,0,0,66.53,19.8,0,1,Transit,2
small,Tundratown,30,15.4,0,1,112.84,4.2,0.47,1,Personal,6
medium,Tundratown,21,12.7,0,0,53.26,10.1,0.01,1,Transit,10
medium,Downtown,55,14.6,1,0,96.92,9.2,0.1,1,Transit,32
small,Downtown,39,10.1,0,1,103,5.8,0.25,1,Transit,5
small,Rainforest,30,8.3,0,1,105.38,15.1,0.09,1,Transit,8
large,Tundratown,40,24.2,0,0,43.49,13.2,0,1,Transit,8
small,Tundratown,35,23.5,0,0,89.58,6.2,0.25,1,Transit,2
medium,Sahara Square,39,15.6,1,0,110.49,16.5,0,1,Fly,5
small,Tundratown,51,55.4,0,0,78.04,70.3,0,1,Transit,1
small,Downtown,28,9.4,0,0,117.17,5.5,0.22,1,Personal,11
medium,Downtown,49,28.7,1,0,88.77,36.2,0,1,Transit,0
small,Sahara Square,28,7.6,0,1,111.93,1.5,0.69,1,Walk,3
small,Tundratown,25,8.7,0,0,124.02,9.8,0.05,1,Transit,2
medium,Sahara Square,63,43.9,0,1,76.74,39.2,0,1,Transit,30
medium,Tundratown,34,23,1,0,71.83,7.8,0.19,1,Personal,17
small,Downtown,25,20.1,0,1,60.69,8.6,0.13,1,Transit,2
medium,Rainforest,46,13.2,0,0,116.51,9.5,0.05,1,Personal,7
medium,Rainforest,18,38.3,1,0,54.65,58.1,0,1,Transit,1
medium,Rainforest,29,10.3,0,0,112.61,3.7,0.34,1,Transit,1
small,Rainforest,28,16.5,0,1,106.25,9,0.04,1,Transit,1
small,Sahara Square,28,34.6,1,1,125.61,27.9,0,1,Transit,1
medium,Rainforest,25,18.7,1,1,141.39,9.6,0.02,1,Transit,1
medium,Downtown,34,17.7,0,0,80.46,14.1,0,1,Transit,0
small,Rainforest,42,19.1,1,1,131.71,8,0.07,1,Transit,2
small,Rainforest,47,27.1,1,0,102.01,26.2,0,1,Transit,0
small,Downtown,46,9.4,1,0,100.3,6.4,0.08,1,Transit,23
large,Sahara Square,42,8.4,1,1,83.16,4.5,0.66,1,Transit,36
medium,Tundratown,30,38.8,1,1,67.27,42.6,0,1,Transit,3
medium,Downtown,34,39.4,0,0,73.27,23.6,0,1,Transit,1
medium,Sahara Square,35,19,1,0,105.57,39.1,0,1,Transit,1
